time,terrain,torque_0,torque_1,torque_2,torque_3,torque_4,torque_5,torque_6,torque_7,torque_8,torque_9,torque_10,torque_11,accel_x,accel_y,accel_z,height,contact_0,contact_1,contact_2,contact_3,roll,pitch,yaw
300.06000000070463,soft,0.8638280203352106,8.350973919652072,-0.5817450548777252,-1.3631013371440415,-0.856967738932296,-3.152624067694237,-2.2002900686079814,-3.630158320122292,-1.8887031575866118,2.842806853026258,15.150523882842295,3.97114594635619,0.24193977756883692,0.3194930685357495,-4.803621541097996,0.28375958807516866,10.665947376488221,24.01108362270871,39.509765231762294,0.0,-0.049294024302079846,-0.14643638811640686,-0.2237682931284888
300.08000000070473,soft,1.079598414365527,8.970648776151132,0.6665036120362231,-1.3152224196517737,-1.1168601436513819,-2.6638840817136415,-2.5483072661886825,-5.147844070475814,-0.1603997808584552,2.8579285108555297,15.561054423365674,6.327121217969566,-0.4293326811550609,0.46584073929746894,-2.560770845003957,0.2764787807596058,17.789149338832175,38.03509416668067,52.70203278804693,0.0,-0.06066525809888947,-0.15910109452846552,-0.21449742846860156
300.1000000007048,soft,1.8683857557908488,10.024070449291571,3.301994000426337,-1.417347871664238,-1.4700814328441143,-2.2845069709674872,-2.7045679325053618,-6.809836138419204,1.997178729465105,3.1340853988798263,16.63385781311625,7.854577152684195,-0.9111933886707068,-0.1297448054419524,-0.21688965473938418,0.2682717081322415,35.8235296613847,50.49550411510991,57.179687713366356,0.0,-0.07098595220805277,-0.1680891023723813,-0.20433472605560418
300.1200000007049,soft,2.6972682037836577,11.202614085746625,5.1834619800909945,-1.5510386775171052,-1.7993279245562048,-1.9217984709322113,-2.9715053669669715,-8.096133199572817,3.555123364680382,3.2849664228458026,17.48071450507137,9.016113466199005,-1.0060629907980423,-0.46341527842630054,0.9042406827107266,0.2599865851206371,43.56248684360332,57.06621200908235,59.73491092084694,0.0,-0.07936083271443362,-0.17486771201584447,-0.1932122997789404
300.140000000705,soft,3.4663372141233983,12.448300581864789,6.326516792394269,-1.606759426039608,-2.102307446330883,-1.5540334343452216,-3.427868100148347,-8.87336489369393,5.045332619901783,3.2708875310461765,18.06241554666907,10.052738367669438,-0.7663279748473791,-0.5820797851599663,1.4683823307672732,0.2520657887712052,45.20678903490676,61.75165945572834,62.09820954156195,0.0,-0.08613945451877132,-0.18061482271575463,-0.18100231687883295
300.1600000007051,soft,4.167272061424317,13.566654033097542,7.088344386329574,-1.6292633617571037,-2.3647516570020466,-1.1921299428501642,-3.919927346161085,-9.244878506884513,6.571351465564794,3.1933648309488323,18.41329917078151,10.994030410907047,-0.4484724809680017,-0.6020031725594591,1.8129618168579849,0.24473129043050157,44.69922696938559,65.56776102661254,64.23507781117301,0.0,-0.09158471828258366,-0.18599901835747948,-0.16785485336764558
300.1800000007052,soft,4.751025439483353,14.337701079398009,7.777364029370877,-1.6333445937868136,-2.584822711054782,-0.8437365601733622,-4.355199648839176,-9.354658482168706,8.015250523332542,3.1143745504881233,18.55559990619632,11.841706039060945,-0.28262228890512003,-0.5854533786485835,2.1476490379574633,0.23812353739506995,45.677845589889074,68.18758219780008,66.14120828074785,0.0,-0.0957943648017535,-0.19144022679842748,-0.15403600425474775
300.2000000007053,soft,5.161666815278284,14.664354542555971,8.440632168806,-1.6592480254654842,-2.761735173056211,-0.3937830966099696,-4.663356473635434,-9.215134392043787,9.27856576339262,3.079865962790686,18.540474572721227,12.516438685046678,-0.13943025187510888,-0.4959963182417859,2.54339730507456,0.2323870233692782,47.56824180821212,69.19853493299364,2.7713272512020666,66.78429901376343,-0.09860422857858,-0.19734258853552664,-0.13978238826424408
300.2200000007054,soft,5.4571898082853485,14.722531022435861,8.880173202367224,-1.6627718349481029,-2.893985687634401,0.09710037941359229,-4.893291073674964,-8.913155976394302,10.389891223708071,3.0653882808458834,18.325019927625696,13.123328810748166,-0.15541125719279414,-0.4582505450750941,2.6510154231417373,0.22765780171650518,48.34294082165385,69.29700645326895,0.8174904274376393,10.128162858763723,-0.10001510526487646,-0.20401424812345834,-0.12532382941263676
300.2400000007055,soft,5.637647722292211,14.593961885209808,9.143858974596224,-1.6607498684255444,-2.9911663743153003,0.4048404315170777,-5.066716409440902,-8.490636246287306,11.339585949790225,3.0595487625886832,17.97992754588068,13.712308037382147,-0.2212619391127299,-0.3868223488201211,2.6097931640458563,0.2239751047857845,48.18077269236194,68.6274012275842,0.0,0.0,-0.10011164401285728,-0.21174558064438834,-0.11075964881838425
